Fecha,Actividad,Horario,Rango_de_edad,Duracion,Centro,Direccion,Distrito,Telefono
2023-11-27,Pilates,11:00,De 15 a 64 años,60 minutos,Faustina Valladolid,"Calle de Ladera de los Almendros, 2, 28032, Madrid",Vicálvaro,917723591
2023-11-27,Prueba de nivel natación,"09:45, 10:45, 17:00, 19:00, 19:30",,,Faustina Valladolid,"Calle de Ladera de los Almendros, 2, 28032, Madrid",Vicálvaro,917723591
2023-11-27,Correr por Madrid,19:00,De 15 a 64 años,90 minutos,Fernando Martín,"Avenida Santo Ángel de la Guarda, 6, 28039, Madrid",Moncloa-Aravaca,914507344
2023-11-27,Estiramientos relajación,16:15,De 15 a 64 años,45 minutos,Fernando Martín,"Avenida Santo Ángel de la Guarda, 6, 28039, Madrid",Moncloa-Aravaca,914507344
2023-11-27,Fitness,19:00,De 15 a 64 años,60 minutos,Fernando Martín,"Avenida Santo Ángel de la Guarda, 6, 28039, Madrid",Moncloa-Aravaca,914507344
2023-11-27,Gimnasia acuática,16:15,De 15 a 64 años,45 minutos,Fernando Martín,"Avenida Santo Ángel de la Guarda, 6, 28039, Madrid",Moncloa-Aravaca,914507344
2023-11-27,Marcha nórdica por Madrid,18:00,De 15 a 64 años,90 minutos,Fernando Martín,"Avenida Santo Ángel de la Guarda, 6, 28039, Madrid",Moncloa-Aravaca,914507344
2023-11-27,Natación acondicionamiento,20:45,De 15 a 64 años,45 minutos,Fernando Martín,"Avenida Santo Ángel de la Guarda, 6, 28039, Madrid",Moncloa-Aravaca,914507344
2023-11-27,Pádel acondicionamiento,"09:30, 11:30",De 15 a 64 años,60 minutos,Fernando Martín,"Avenida Santo Ángel de la Guarda, 6, 28039, Madrid",Moncloa-Aravaca,914507344
2023-11-27,Pruebas de nivel de natación,"10:30, 13:45, 15:30, 19:45",A partir de 6 años,10 minutos,Fernando Martín,"Avenida Santo Ángel de la Guarda, 6, 28039, Madrid",Moncloa-Aravaca,914507344
2023-11-27,Aerofitness Zumba,"10:00, 20:00",De 15 a 64 años,60 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
2023-11-27,Aqua Fitness BodyCombat,20:15,De 15 a 64 años,45 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
2023-11-27,Ciclo sala,19:00,De 15 a 64 años,60 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
2023-11-27,Cubo Gym Cross Training/Funcional,10:00,De 15 a 64 años,45 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
2023-11-27,Entrenamiento funcional.,17:00,De 15 a 64 años,60 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
2023-11-27,Fitness Cross,"11:00, 20:00",De 15 a 64 años,60 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
2023-11-27,Fuerza CORE,18:00,De 15 a 64 años,30 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
2023-11-27,Fuerza General - Grit Series,17:00,De 15 a 64 años,60 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
2023-11-27,Gimnasia acuática,"09:15, 10:00, 19:30, 20:15",De 15 a 64 años,45 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
2023-11-27,Natación acondicionamiento,08:30,De 15 a 64 años,45 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
2023-11-27,Pádel acondicionamiento,21:00,De 15 a 64 años,60 minutos,Francisco Fernández Ochoa,"Calle Catorce Olivas, s/n, 28054, Madrid",Carabanchel,915883731
